datetime,underlying_price,NIFTY27JAN2625200CE,NIFTY27JAN2625300CE,NIFTY27JAN2625400CE,NIFTY27JAN2625500CE,NIFTY27JAN2625600CE,NIFTY27JAN2625700CE,NIFTY27JAN2625800CE,NIFTY27JAN2625900CE,NIFTY27JAN2626000CE,NIFTY27JAN2626100CE,NIFTY27JAN2626200CE,NIFTY27JAN2626300CE,NIFTY27JAN2626400CE,NIFTY27JAN2626500CE,NIFTY27JAN2623800PE,NIFTY27JAN2623900PE,NIFTY27JAN2624000PE,NIFTY27JAN2624100PE,NIFTY27JAN2624200PE,NIFTY27JAN2624300PE,NIFTY27JAN2624400PE,NIFTY27JAN2624500PE,NIFTY27JAN2624600PE,NIFTY27JAN2624700PE,NIFTY27JAN2624800PE,NIFTY27JAN2624900PE,NIFTY27JAN2625000PE,NIFTY27JAN2625100PE,tte_minutes
07-01-2026 09:15,26111.65,0.12662,0.1233,0.11741,0.1135403518017166,0.11005,0.10576,0.10131582375544176,0.09724,0.0957,0.09397,0.09187,0.09041,0.08908,0.08795,0.1784,0.17237,0.16928,0.16342965741203425,0.1576,0.1524,0.14697,0.14105,0.13613,0.13085,0.1264,0.12142,0.11631,0.1115,29175.0
07-01-2026 09:20,26141.4,0.08632,0.10325553549319409,0.11099818753791359,0.11779,0.11197,0.11028,0.10718977011882948,0.10379041108875245,0.09837,0.09619,0.09413,0.09236,0.09057,0.08925,0.17962,0.17477,0.16990609056499867,0.16534,0.15965366582709956,0.1542,0.14753,0.14274,0.13849,0.13282,0.1281478821639817,0.12363,0.11856396482485952,0.11353,29170.0
07-01-2026 09:25,26139.35,0.09147,0.09333205148194595,0.09514,0.09933,0.09599,0.09204,0.09216,0.08954,0.08996,0.08861,0.08697,0.08627,0.08541,0.08254512792652527,0.1801,0.17574,0.17154,0.16567,0.15927,0.15424344945054225,0.14919,0.14245,0.13806,0.13242,0.12877,0.12349,0.11817,0.1130732670013663,29165.0
07-01-2026 09:30,26128.95,0.1086,0.10842,0.1115,0.12248,0.10715,0.11098,0.10345,0.10186423554210428,0.09864,0.09511,0.09304,0.09123,0.08913625562250946,0.08843,0.18174,0.1771253399345315,0.17206,0.16502,0.15755,0.15236104190388766,0.14691,0.14209,0.13721,0.13184,0.12722,0.12252,0.11729,0.112,29160.0
07-01-2026 09:35,26131.9,0.10462,0.10538,0.12459,0.12051,0.11225,0.11294,0.10544,0.10367335991216438,0.09896,0.09834152778185914,0.09412,0.09136,0.09014,0.08885,0.18193,0.1773789168002756,0.17226,0.16522,0.15924,0.15334,0.14784,0.1423,0.13724069153676913,0.13219,0.12733,0.12295,0.11707,0.1121653050358827,29155.0
07-01-2026 09:40,26145.15,0.07079,0.07639,0.08313,0.08523,0.08583614808968093,0.08734,0.08663246525316791,0.08597521877294988,0.0845,0.08386,0.08410589564322052,0.08301,0.08262,0.08249,0.18277,0.1782,0.17265,0.16631,0.15883,0.15343,0.14961,0.14337,0.1382,0.13313,0.12864,0.12374,0.11872,0.11433095559039748,29150.0
07-01-2026 09:45,26113.1,0.12471465670083584,0.11837,0.10826,0.11514,0.1083,0.1055,0.10226,0.09984160535826972,0.09741,0.09438,0.09237,0.09075,0.089243795430044,0.08809,0.18107,0.17468,0.1704,0.16426,0.157,0.15289,0.14697,0.14089,0.13571,0.13075,0.12599,0.12096,0.11580700684151841,0.11071,29145.0
07-01-2026 09:50,26110.0,0.12519544736967222,0.12087,0.10978,0.10849125291752433,0.10658024340149982,0.10476,0.09939,0.0968,0.09542,0.09316,0.09122,0.08945,0.08814101856516984,0.08699,0.1799386128974266,0.1745,0.17045,0.16386,0.15681,0.15155,0.14694,0.14128491655437178,0.13566,0.13068,0.12601,0.12093826583947419,0.11607,0.11095,29140.0
07-01-2026 09:55,26108.9,0.13029,0.12175,0.13487,0.12674153307246588,0.12009,0.11328,0.11049411530219859,0.10767438677811583,0.10426,0.10032,0.09739,0.09479,0.09256,0.09083,0.18084,0.17444,0.16945,0.16358,0.15675,0.1515833504661243,0.14636,0.14063,0.1353,0.1303910455298845,0.12571,0.12047,0.11516160575187832,0.10983,29135.0
07-01-2026 10:00,26140.3,0.09239,0.0877,0.115,0.11531,0.11123,0.10752,0.10161,0.10162992941276904,0.09747,0.09686325223799692,0.09255,0.09062,0.08911,0.0794638893008007,0.1828,0.17745,0.1717,0.16515,0.16067,0.15356,0.1481,0.14259,0.13734016162034798,0.13216,0.12774,0.12248,0.11728557024430043,0.1122,29130.0
07-01-2026 10:05,26142.95,0.08202361769072192,0.08237,0.11304,0.10925726403128577,0.11037,0.11308,0.11004,0.10336,0.10275,0.09909,0.09616,0.09471704061353645,0.09181,0.09023,0.18298,0.17622,0.1714,0.16534,0.15961,0.15374,0.14828,0.14278,0.13766,0.13236,0.12794,0.12247,0.11739,0.11183,29125.0
07-01-2026 10:10,26159.15,0.10591,0.11189,0.09886,0.10178958212033203,0.10312772402408217,0.10440290221506537,0.10588,0.10320563365112832,0.10036009798585895,0.09746,0.09524,0.09264,0.09117,0.08945,0.1848281471992411,0.17872371397131406,0.17292,0.16683,0.1609320598584733,0.15501,0.14937,0.14421,0.13893,0.1335,0.12947,0.12462,0.11843,0.11309,29120.0
07-01-2026 10:15,26183.8,0.12049,0.09722,0.11136,0.09406,0.09202,0.0925215358072951,0.09326,0.08786,0.08838,0.08674793507636845,0.08585203333822136,0.08527,0.08415,0.08602964307203988,0.18267,0.1787401469522589,0.17425,0.16842,0.16269,0.15663,0.15173,0.14572,0.14048,0.13536,0.13028,0.12548,0.12019,0.115,29115.0
07-01-2026 10:20,26169.15,0.13492,0.11376,0.12267,0.1154094577927421,0.10785,0.1020947160405235,0.09695,0.09399,0.09285,0.09046283975277272,0.08918,0.08778,0.08646,0.08546,0.18381,0.17694,0.17216532793868855,0.1675,0.1617601709747679,0.15597858263244185,0.15024,0.14511494443375098,0.13994,0.13449,0.12949,0.12431,0.11901,0.11379,29110.0
07-01-2026 10:25,26152.25,0.14819,0.11685,0.1055,0.10144,0.09954295772933577,0.0953747350517768,0.09325,0.09388,0.0911,0.08731303489350567,0.08801,0.08672,0.0857,0.08459,0.18279,0.1759,0.17061416181857492,0.16546432346911147,0.16026,0.15459,0.14949,0.14378,0.13834,0.13291,0.12889,0.1234,0.11784,0.11258,29105.0
07-01-2026 10:30,26130.45,0.14045,0.13392,0.12199,0.11671118424315194,0.11151461279934836,0.10631,0.10164,0.09839,0.09537269979799895,0.09407,0.09099051559455225,0.08929579718687806,0.0883,0.08712,0.18145,0.17666,0.17139,0.16528,0.1591472319346419,0.15318,0.14805,0.14233,0.13686,0.1314,0.12709,0.1217,0.11602,0.11093034808265614,29100.0
07-01-2026 10:35,26133.05,0.13848,0.13213,0.1244525424270932,0.11689970829483047,0.109,0.10357,0.10375,0.09754,0.09843,0.0948114605041072,0.09299,0.09044395500859616,0.08935,0.08769,0.1815341870342415,0.17607,0.17133,0.16478,0.15889726833533638,0.15317,0.1486,0.14272404273595155,0.13675,0.13159,0.12694,0.12169,0.11627613087212922,0.11086,29095.0
07-01-2026 10:40,26144.05,0.12749944726740434,0.1239,0.1168773215864692,0.11069,0.10681361637965686,0.10253,0.10003511664153253,0.09761,0.09496,0.09225013535558657,0.09067,0.08864499796501656,0.08738,0.08609,0.18288,0.17759475044024736,0.17204,0.1655,0.15977,0.15409,0.14898,0.14327,0.13781,0.13264,0.12761,0.12231111984355525,0.11697,0.11320052177177882,29090.0
07-01-2026 10:45,26141.15,0.12448,0.11857180587715162,0.11456,0.114,0.10828,0.10332,0.10041,0.09745,0.0945807252918403,0.09195,0.09043,0.08885,0.08717227840325892,0.08575,0.18131,0.1766,0.1709460856718853,0.16533,0.15938,0.15392,0.14844,0.14292,0.13762,0.13204,0.12718,0.12241,0.11676,0.1115182695379708,29085.0
07-01-2026 10:50,26146.85,0.15441,0.12166,0.12264,0.12576,0.11388296594106379,0.10062,0.1030994134805399,0.10421,0.10121,0.09751,0.09502,0.09229,0.09052,0.08866,0.18168,0.17653683232715664,0.17128,0.1657,0.15986569062087896,0.15411,0.14865,0.14331,0.13772,0.13245,0.12747,0.12241,0.11671,0.11127,29080.0
07-01-2026 10:55,26168.55,0.11618,0.09908,0.10582,0.10337044753620436,0.10027,0.09883,0.09819,0.09465,0.09529,0.09256,0.0906,0.08877,0.08737,0.08584,0.18331,0.17727,0.17315,0.16687,0.16117,0.15566002265134496,0.1501,0.14478,0.13937,0.13411,0.12903,0.12355625215361776,0.11815,0.11277,29075.0
07-01-2026 11:00,26160.15,0.14217,0.10926,0.12493,0.12832,0.11709,0.11632,0.11182,0.10649,0.10367,0.0996,0.09689,0.09419,0.09188,0.08862166759526664,0.18281,0.17727,0.17264,0.16635,0.16064497051178703,0.155,0.14973,0.1444,0.13896,0.1334,0.12844,0.12318,0.11743,0.11204,29070.0
07-01-2026 11:05,26182.1,0.06339788541785644,0.06317,0.10803,0.11224,0.11009,0.10412,0.09991,0.09817,0.09754135642637499,0.0919,0.09221790325332645,0.08838,0.08688,0.0856,0.18446,0.17867,0.17404,0.16776,0.16186,0.1564775607507778,0.15102,0.14572,0.14037479195121735,0.13508,0.129864284193968,0.12479,0.11928,0.11373,29065.0
07-01-2026 11:10,26166.7,0.10412979587012682,0.10165,0.12041,0.11114827003256125,0.10432,0.1002191214541291,0.09653,0.09477288740863275,0.09205,0.08991,0.08867,0.08696756040156543,0.08535,0.08431,0.18353,0.1772,0.17284,0.16679,0.16173,0.15382,0.14933313912082946,0.14469,0.13988,0.13401,0.12884265649550042,0.1239,0.11804,0.11274,29060.0
07-01-2026 11:15,26148.15,0.15103,0.12068,0.12085009376856208,0.11697,0.10479,0.10114,0.10383,0.10015,0.09801,0.09366389309850266,0.09307,0.09018135054399135,0.08902,0.08724,0.18212,0.17646,0.17102843761731484,0.16562,0.1597,0.15445,0.14843,0.14362,0.13802,0.13232,0.1273304279337338,0.12244,0.11685,0.11124,29055.0
07-01-2026 11:20,26148.9,0.13325,0.1312502191126261,0.13221,0.10563,0.10438,0.10040986163306075,0.09484,0.09535,0.09266995356114743,0.0912,0.08892,0.08742,0.0862,0.08517,0.18129419411115077,0.17612,0.17222,0.16569,0.15986539455703958,0.15412,0.14849,0.14368,0.13808,0.13238,0.1278,0.12228647228119652,0.11682,0.11139,29050.0
07-01-2026 11:25,26140.4,0.14019,0.13791849666236888,0.13724,0.11602,0.10911,0.10611638291892289,0.10199293612815405,0.09846270941724046,0.09543429430978866,0.09357,0.09068176956698201,0.08967,0.08807,0.08663,0.1804522388953554,0.17534,0.17146,0.16493,0.15901,0.15337,0.1482007811111236,0.14296,0.13721,0.13166,0.12652962786041078,0.12146,0.1159,0.11031,29045.0
07-01-2026 11:30,26144.45,0.13223,0.1238,0.13491,0.12795,0.10692,0.10959,0.11051,0.10497,0.10338,0.09905,0.0955,0.0933,0.09089,0.08913,0.18165,0.17587,0.17124,0.16588,0.1595,0.15400696110602097,0.14867566122486958,0.14324,0.13734,0.13195,0.12677,0.12154,0.11602,0.11071,29040.0
07-01-2026 11:35,26160.05,0.1379,0.10954,0.12705,0.11342,0.1144,0.09898,0.09861,0.0955,0.09382,0.09112,0.08876,0.08705294111510864,0.08612,0.08473,0.18262,0.17686,0.17249,0.16689,0.16051,0.15488,0.14989,0.1443,0.13873,0.13333,0.12776,0.12256678054274507,0.11739,0.11192,29035.0
07-01-2026 11:40,26147.1,0.12131564380420606,0.12168,0.13513,0.11628,0.12094,0.10735,0.10434,0.1010948345918441,0.09677,0.09297,0.09119,0.08937,0.08741,0.08616,0.18184,0.17607,0.1710257075750965,0.16608,0.15948,0.15385,0.14842,0.14303827003212058,0.13755,0.13244,0.12735,0.12187,0.11653,0.11076,29030.0
07-01-2026 11:45,26136.15,0.15533,0.13021,0.12347,0.11902416222466736,0.11284723790315947,0.10719,0.10479,0.09917,0.09782,0.09505,0.09244,0.09021,0.08900667497579658,0.08711,0.18118,0.17565,0.17037309869863054,0.16517,0.15878,0.15314,0.14771,0.14255,0.13711,0.13168,0.12657,0.12108,0.11573212591424459,0.11045,29025.0
07-01-2026 11:50,26138.65,0.15371,0.12839,0.12183,0.10693,0.11294,0.10443189036407755,0.09573,0.09332,0.09232,0.08996,0.08826,0.08661,0.08613310323177086,0.08458,0.18163,0.17566,0.17023869164327846,0.16488,0.15896,0.15312,0.1477,0.14256,0.13708330080859066,0.13173,0.127,0.12127,0.11611,0.11082,29020.0
07-01-2026 11:55,26126.7,0.14172678952724832,0.13681,0.12169031702101375,0.11165,0.11006,0.10405,0.10053,0.0968,0.09586,0.09205323365438324,0.09077,0.08829557242308442,0.08749,0.08637,0.18119,0.175749020777287,0.17019,0.16413,0.1582,0.15235,0.14692,0.14193,0.13603,0.13077,0.12604,0.12062,0.11541,0.11042,29015.0
07-01-2026 12:00,26121.55,0.16447,0.14018,0.12062,0.11744917410679857,0.11161016965717106,0.10525,0.10099,0.09795,0.09557,0.09277,0.09077,0.08877,0.08794087322776166,0.08587,0.18089,0.17468,0.17036,0.16382,0.15788,0.15225180719516243,0.14659,0.141249817761836,0.13584,0.13042,0.12544,0.12036,0.11541,0.11002,29010.0
07-01-2026 12:05,26110.95,0.17059,0.1449920989343692,0.12592,0.11854,0.11393,0.10904,0.10471,0.09841747185563754,0.09464680635365069,0.09505,0.09261,0.08923096064316982,0.08935706012758705,0.08731,0.18024,0.17388,0.16946,0.16361,0.15764201290296798,0.151821573335126,0.14608,0.14106,0.13542,0.13009,0.12564,0.12023,0.1149,0.10954,29005.0
07-01-2026 12:10,26110.45,0.15728472955782066,0.14699,0.12624,0.12268,0.11645851775556956,0.10926,0.10682,0.10029,0.10023,0.09643,0.09378,0.09151,0.08936,0.09136937931342298,0.18051,0.17387,0.16862274580906414,0.16336,0.15632,0.15152,0.14588,0.14087,0.13554,0.13007,0.12538,0.11999,0.11469,0.10926,29000.0
07-01-2026 12:15,26107.4,0.1726,0.14818727688512578,0.1281,0.12464811533464079,0.11820932959264834,0.11083,0.10355,0.10125,0.09722,0.09467,0.09205,0.09009,0.08853,0.08725,0.18033,0.17372,0.16902,0.16318,0.15679,0.1512147241739366,0.14568,0.14051,0.1352,0.13013,0.1254,0.11967,0.11466937984087978,0.10953893157904165,28995.0
07-01-2026 12:20,26103.3,0.14749,0.15113,0.12846,0.12228,0.11176,0.1131,0.10716,0.10184,0.09835,0.0949058411192209,0.09375,0.09145,0.08962,0.0882,0.18064,0.17369,0.1682887619373498,0.16293,0.15675,0.15088,0.14568057454706096,0.14057,0.13537,0.12972,0.12512,0.1199,0.115,0.11050963953567318,28990.0
07-01-2026 12:25,26106.55,0.14529,0.13579204806363318,0.12654,0.11526,0.11023,0.10932,0.10306,0.09924,0.09688,0.09433,0.09216,0.08974330465029433,0.08851,0.08719,0.18086,0.17367,0.16924,0.16338,0.15697,0.15111,0.1459567963353507,0.1408,0.13568251255001954,0.13065762425208857,0.12583,0.12057,0.11544,0.11046,28985.0
07-01-2026 12:30,26108.85,0.1376627192037727,0.13189,0.12764,0.12135,0.11389,0.1097,0.1052,0.10143,0.09905,0.09602,0.09375,0.09128888101496455,0.08962,0.0881,0.17796336653389597,0.17382,0.16832378603891776,0.16278251300407043,0.15713,0.15127,0.14704,0.14159988783012045,0.1360016412768138,0.13053,0.12554,0.12044,0.11535,0.11008,28980.0
07-01-2026 12:35,26106.25,0.13895,0.1301224631602095,0.12292060234961957,0.11553,0.11035,0.10842,0.10552,0.10146,0.09871,0.09611,0.09355,0.09142962146849945,0.08912,0.09044001849205971,0.17976,0.17473,0.169,0.16316,0.15719,0.15237,0.14602,0.14097,0.13531,0.13035,0.12571,0.12036,0.11516,0.11032369960698377,28975.0
07-01-2026 12:40,26103.5,0.11991,0.11696,0.11289,0.10667,0.10291,0.0993263561645294,0.09545,0.09235,0.0917,0.08965,0.08826,0.08653,0.0853,0.08439,0.1796,0.17457,0.16884,0.16299,0.15724,0.15153,0.14638,0.14079,0.13557,0.13083,0.12552,0.12089,0.11587,0.11112417869661191,28970.0
07-01-2026 12:45,26084.3,0.13611,0.13107,0.1253,0.11451,0.11253,0.10675,0.10221121160137649,0.0982,0.09613,0.09317,0.09116,0.08921,0.08773157880621456,0.08642,0.176308220781912,0.17193,0.16628973753822882,0.16086,0.156,0.15028,0.14511,0.1395,0.13425,0.12896,0.12449,0.11951185121588695,0.11451772843995087,0.10937,28965.0
07-01-2026 12:50,26084.8,0.13576,0.13076,0.12502,0.11425,0.11181,0.10873,0.10386,0.09994,0.09747,0.09457,0.09258,0.0903487431432069,0.08887,0.08759,0.17985,0.17281,0.16768,0.16159,0.15605,0.15118,0.1453133017624288,0.13954,0.13415,0.12914812496116657,0.1243,0.1192,0.11391,0.10921714990374205,28960.0
07-01-2026 12:55,26089.25,0.12956137991357108,0.12692835689361565,0.12235,0.1206,0.11469,0.10908,0.10466,0.10084,0.0984,0.0947,0.09279,0.09043,0.08873,0.08741,0.17978185842082062,0.17372239440839782,0.16774,0.16189,0.15657,0.15117,0.14577,0.13937,0.13418,0.1288,0.12429,0.11934,0.11381,0.10882877233343952,28955.0
07-01-2026 13:00,26099.15,0.13774,0.12801278990011894,0.12114,0.11955,0.11469,0.10982,0.10472399585474361,0.10038,0.09815,0.09453,0.09202,0.09013,0.0883,0.087,0.17939,0.17435,0.16852033685867457,0.16276,0.15729,0.1513,0.14576327334862108,0.14022,0.13487588878041432,0.12951,0.12442,0.11914,0.1141,0.10896,28950.0
07-01-2026 13:05,26103.3,0.1214790343103878,0.11724,0.11699552601167662,0.11697,0.11188,0.10731,0.1025,0.09934,0.09665,0.0941474691111897,0.09115,0.08926,0.0873,0.08606,0.17966,0.1742144055603712,0.16866,0.16285,0.15729,0.15201,0.14642,0.14034,0.13517,0.1299166695638864,0.12461,0.11956,0.11452,0.10938,28945.0
07-01-2026 13:10,26105.85,0.13259,0.11512,0.11754897549540717,0.11921,0.10758,0.10426,0.10056,0.09766417762593448,0.09497,0.09178,0.08993,0.08809,0.08673296866076917,0.08572,0.1789,0.17454,0.16883,0.16274,0.15661,0.15176,0.14613046626366638,0.14036,0.13536,0.13028233161698816,0.12528,0.11997,0.11473,0.10925,28940.0
07-01-2026 13:15,26097.2,0.13545,0.12209,0.11960025984221852,0.11658427432029823,0.11389,0.10910085534684275,0.10445384273221671,0.10025,0.09667,0.09342,0.0919,0.08937,0.08780451560859907,0.08674,0.17932,0.17401,0.16878,0.16261,0.15718,0.1512,0.14514,0.14012,0.1349535902103377,0.1298,0.1249,0.11945,0.11408,0.10916,28935.0
07-01-2026 13:20,26097.45,0.13528,0.12192,0.12229,0.11051,0.10726,0.10272,0.09787,0.09553,0.0935,0.09048,0.08899,0.08699686551024426,0.08593,0.08506,0.17786,0.17271,0.1675699634141514,0.16248,0.15609,0.15123,0.14535,0.1400827603053526,0.1348,0.12982,0.12470524038280816,0.11958941674532889,0.11445795175706236,0.10935,28930.0
07-01-2026 13:25,26076.35,0.13635,0.13632,0.13447,0.11507,0.11124,0.10481,0.10174,0.09783,0.09578,0.09306,0.09102,0.08994953986974143,0.08970250207953216,0.09022445987579246,0.17677,0.17141,0.16651,0.16114,0.15547496436324834,0.14992,0.14396,0.13872,0.13352663038028892,0.12824076789680813,0.12294,0.11771,0.11287,0.10771198965941035,28925.0
07-01-2026 13:30,26070.0,0.14088,0.13886586523359012,0.13783,0.11987,0.11361,0.10938688096710533,0.10458994804614948,0.10029,0.09795,0.09434,0.09254,0.09022,0.08856,0.08811365219847948,0.17822,0.17166,0.16619618645953796,0.16075,0.15539,0.14993,0.14416436574080477,0.13846,0.13303535334760574,0.12764,0.12272,0.11761587811959089,0.11258,0.1072,28920.0
07-01-2026 13:35,26074.55,0.1551979245926897,0.14388998057702232,0.13547,0.12112,0.1144,0.11189,0.10505,0.10046,0.09766,0.09457,0.09234,0.09017,0.0882,0.08695,0.17852,0.17271301426269972,0.16691,0.16108,0.15555874402973244,0.15010766309646403,0.14467,0.13862,0.1328,0.1281,0.12259,0.11738,0.11229,0.10727546734232905,28915.0
07-01-2026 13:40,26074.2,0.13798,0.13149,0.13567,0.12103,0.11374,0.10921141820179574,0.104,0.10033,0.09781,0.09460263027367445,0.09207,0.09026,0.08842,0.08693,0.17851,0.17132,0.16666,0.16104,0.15485,0.14968337118066394,0.14464,0.13877,0.13308,0.12729,0.12293,0.11799,0.11267823425067479,0.10731,28910.0
07-01-2026 13:45,26072.8,0.14266725056585972,0.1375,0.13093763430927316,0.12452,0.11755,0.1126,0.10713,0.10257,0.10008,0.09637,0.09394,0.09167,0.08976,0.08827,0.17844,0.1724771330431677,0.16658,0.16074,0.15529487246922863,0.14982,0.14267,0.13852,0.13286299623469783,0.1272,0.12272,0.11748,0.11227,0.10712,28905.0
07-01-2026 13:50,26083.4,0.1311,0.13079,0.13071,0.11458,0.1109,0.10573,0.09955,0.09775,0.09571,0.09249,0.09049,0.08864,0.08724,0.086,0.17615091544164344,0.17152001646338827,0.16703,0.16111352189270126,0.15547,0.15029,0.14357,0.13909,0.13359,0.12796,0.1235,0.11838,0.11309,0.10797,28900.0
07-01-2026 13:55,26079.6,0.13406,0.13322369910691853,0.13283,0.12454,0.11271,0.11314,0.10862331234691089,0.10267,0.09951,0.09595,0.09371,0.09128,0.08915544495060283,0.0879,0.17644,0.17088,0.1663,0.16097,0.15524,0.14995,0.1443484502761288,0.13868,0.13319,0.1277,0.12323,0.11758,0.11262,0.10734779488642694,28895.0
07-01-2026 14:00,26088.65,0.12683,0.12726,0.12173549380129184,0.1145558930801746,0.10839,0.10736,0.10616,0.10237464084938548,0.09891,0.09497,0.0925648978393842,0.09048,0.08855,0.08723,0.17613358908017185,0.17171929457766094,0.16664,0.16202,0.15453,0.15055,0.14487,0.13898,0.13368,0.12808,0.12366,0.11826,0.11304,0.10766,28890.0
07-01-2026 14:05,26096.3,0.11994,0.12171,0.11491,0.11938,0.10453,0.10799,0.10284,0.09942684438826689,0.09625691413198778,0.09296,0.09098,0.08906330149276957,0.0871,0.08586,0.17797,0.17139,0.1668691773236825,0.16253,0.1564387291810982,0.15048,0.14510388804468982,0.13967,0.13406,0.1293,0.1241,0.11873,0.11363,0.10818,28885.0
07-01-2026 14:10,26100.95,0.11527,0.11807,0.11166,0.11718,0.11077,0.10686,0.10024,0.09667,0.09492,0.09315258048865124,0.09043413697018415,0.08774,0.08602980153158178,0.08509,0.17566182768333172,0.17169,0.16762134258503428,0.16284,0.15557,0.15079,0.1446,0.14033,0.13485,0.12958687659871845,0.12445,0.11951,0.11389,0.10872,28880.0
07-01-2026 14:15,26097.3,0.1259470471799285,0.12055,0.11426,0.11114,0.107425544391431,0.10373,0.09785,0.09566387398575449,0.09355,0.09092,0.08890939692497397,0.08749,0.08602,0.08474,0.17776,0.17148,0.16773,0.16193,0.15535,0.15096,0.14437,0.13993,0.13446,0.12926,0.12455,0.11925,0.11381,0.10886,28875.0
07-01-2026 14:20,26090.7,0.12516,0.12549,0.12034083154988581,0.11458,0.10805,0.10510409120794764,0.10217,0.09626,0.09463,0.09177,0.08988,0.08784780290608504,0.08632,0.0852,0.17599329903850788,0.17108,0.16806,0.16129,0.15707,0.15093,0.14504,0.13949903008660444,0.13371,0.12826,0.12397,0.11856,0.11323,0.10826,28870.0
07-01-2026 14:25,26090.45,0.1254,0.12569,0.11942157880813592,0.11309,0.11201,0.10720272158332556,0.10202,0.09953153058410284,0.09695,0.09333,0.09125,0.08920574610966887,0.08744,0.08588,0.17707,0.17294009647867886,0.16806,0.16128,0.15769,0.14994,0.14486,0.14014,0.134,0.12826,0.12384,0.11834,0.11312,0.10767,28865.0
07-01-2026 14:30,26098.65,0.11775,0.11548679016125307,0.11338,0.11283,0.108,0.10375,0.0957,0.09374,0.09245,0.08931,0.08759,0.08619518692353971,0.08508,0.08388,0.17759,0.1716,0.16859,0.16182,0.15844,0.15109,0.14578,0.14087,0.13488,0.12884,0.12403332256978762,0.11906,0.11385,0.10802098690446116,28860.0
07-01-2026 14:35,26088.15,0.12742,0.12736,0.12038,0.12188,0.1129,0.10654,0.10546,0.10076,0.09843,0.09465,0.09268,0.09026,0.0870970016242553,0.08462183448523712,0.17696,0.17096,0.16630874803206253,0.16175507580512286,0.15715,0.15041,0.1451910616141197,0.14,0.13416,0.12913625443224053,0.12393,0.11829,0.1129975288782031,0.10792,28855.0
07-01-2026 14:40,26097.55,0.11889,0.12046,0.12023176771337024,0.12266,0.10834,0.11052,0.10398,0.10004,0.0976,0.09418,0.09245082280259377,0.09003,0.08824,0.0868,0.17808353296045348,0.17267,0.16855,0.16314929228266092,0.15778,0.15104,0.14536,0.14082,0.13497,0.12892,0.12414,0.11889,0.11311,0.10752418005230573,28850.0
07-01-2026 14:45,26107.25,0.12396,0.11763,0.1223,0.1067,0.10319,0.10394,0.09526,0.09287,0.09155,0.08889,0.08749,0.08584,0.08476,0.0837,0.1777550000458527,0.17329,0.1687884479569188,0.16401,0.15773961621634203,0.15169,0.14639,0.1407877172088004,0.13506,0.12989,0.12485,0.11947031719421479,0.11414,0.10918,28845.0
07-01-2026 14:50,26098.4,0.13162,0.13675,0.12915,0.12292,0.11761249987930036,0.11258,0.10664,0.1023,0.0996,0.09579,0.09332,0.09112,0.08740790652889642,0.08493678478270968,0.17642,0.1726687672321935,0.16839,0.16346,0.15807,0.15112,0.14581,0.14057,0.1343,0.12831,0.1241,0.11872238417858363,0.1132,0.108,28840.0
07-01-2026 14:55,26113.35,0.13149,0.12732,0.11988,0.1167,0.10902,0.10408,0.10127,0.09820579572798936,0.09552,0.09223,0.09015,0.08797947268445389,0.0865,0.08529,0.17946,0.1737,0.16935,0.16397716878740548,0.15885,0.1525187512272227,0.14645,0.14127,0.13542725814255002,0.12937,0.12507,0.11986,0.11433,0.10908,28835.0
07-01-2026 15:00,26123.1,0.12276,0.11978,0.11306,0.11132,0.10302,0.10095711316321937,0.09855,0.0946,0.0921902148576874,0.09028,0.08881,0.08709,0.08565966066132141,0.08446,0.17827,0.17391873112058695,0.16948,0.1653,0.15908,0.15355,0.1473,0.14211,0.13767,0.13048,0.12578,0.12037,0.11508,0.10893687034924418,28830.0
07-01-2026 15:05,26133.7,0.11118,0.11022,0.11008186933381803,0.11163,0.10334,0.10225,0.09753,0.09433,0.09260989945592626,0.08993,0.08822,0.08652,0.08496228940191534,0.08421,0.17893,0.175,0.16966,0.16599,0.15877359595987392,0.15163,0.14746,0.14234217066912827,0.13677,0.13081,0.12618,0.12072,0.11529,0.10998,28825.0
07-01-2026 15:10,26142.1,0.09884,0.11876,0.11059,0.11222,0.10533,0.10244,0.09801,0.09482,0.09307,0.0906,0.08896,0.08737,0.08575,0.08054819539862024,0.17880808510078425,0.17441,0.17020949172275252,0.16564,0.16034,0.15424,0.14870334851582614,0.14332094283852204,0.13766,0.13155,0.12641,0.12179,0.11633,0.11055,28820.0
07-01-2026 15:15,26147.8,0.10654,0.11355,0.10582,0.09637,0.09470754118577618,0.09213,0.08989,0.086,0.08722,0.08611,0.08507,0.08366,0.08305,0.08238,0.17951,0.1759,0.17108,0.16531,0.15998687352109142,0.15482,0.14842,0.14365,0.13775,0.13182,0.12758,0.1221947733850004,0.11657,0.11174543780541735,28815.0
07-01-2026 15:20,26138.3,0.11792,0.12203,0.1136,0.10598,0.0986,0.09832,0.09507,0.09245871424915998,0.09046,0.08884,0.08713,0.08571010141699267,0.08502,0.08402,0.18137,0.1742,0.17198,0.16612287893395192,0.1599,0.15239,0.14836,0.14335,0.13727,0.13102,0.12552,0.12142,0.11616,0.11054,28810.0
